"Viti Godina Year","Muaji Mesec Month","Përshkrimi i Sektorit (Kryesor)  Opis (Glavnog) Sektora Description of (Primary) Sector","Komuna Opština Municipality","","Statusi i Regjistrimit Status Registracije Registration Status","Përshkrimi i Gjobave në bazë të Ligjit Opis novčanih kazni na osnovu zakona Description of Fines based on the Law","Numri i Tatimpaguesve Broj Poreskih Obveznika Number of Taxpayers","Numri i Gjobave të Lëshuara Broj izrečenih kazni Number of Issued Fines","Vlera e Gjobave të Lëshuara Vrednost izrečenih kazni Value of Issued Fines"
"2024","7","Industria perpunuese","PRIZREN","","Individual","Ligji 08/L-257- Neni 101.2.2.2","1","1","2716.01"
"2024","7","Industria perpunuese","PRIZREN","","Individual","Ligji 08/L-257- Neni 106.1.1.1","2","2","650"
"2024","7","Industria perpunuese","PRIZREN","","Individual","Ligji 08/L-257- Neni 106.1.1.2","1","1","2716.01"
"2024","7","Industria perpunuese","KAMENICË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Industria perpunuese","SUHAREKË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Industria perpunuese","VUSHTRRI","","Individual","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Industria perpunuese","LEPOSAVIQ","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.3","1","1","1500"
"2024","7","Industria perpunuese","LEPOSAVIQ","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.3","1","1","1500"
"2024","7","Industria perpunuese","LEPOSAVIQ","","Individual","Ligji 08/L-257- Neni 102.3","1","1","1500"
"2024","7","Industria perpunuese","LEPOSAVIQ","","Individual","Ligji 08/L-257- Neni 101.2.2.4","1","1","1500"
"2024","7","Industria perpunuese","MALISHEVË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Industria perpunuese","MALISHEVË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","500"
"2024","7","Industria perpunuese","MITROVICË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.4","1","1","5000"
"2024","7","Industria perpunuese","MITROVICË","","Individual","Ligji 08/L-257- Neni 109.1","1","1","559.96"
"2024","7","Industria perpunuese","MITROVICË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","559.96"
"2024","7","Industria perpunuese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","1500"
"2024","7","Industria perpunuese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","4","4","2000"
"2024","7","Industria perpunuese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Industria perpunuese","PRISHTINË","","Individual","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Industria perpunuese","SKENDERAJ","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.4","1","1","1000"
"2024","7","Industria perpunuese","SKENDERAJ","","Individual","Ligji 08/L-257- Neni 102.3","1","1","500"
"2024","7","Industria perpunuese","SKENDERAJ","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Informimi dhe komunikimi","LIPJAN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","7500"
"2024","7","Informimi dhe komunikimi","LIPJAN","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","7500"
"2024","7","Informimi dhe komunikimi","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","1050"
"2024","7","Informimi dhe komunikimi","MITROVICË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Informimi dhe komunikimi","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","550"
"2024","7","Informimi dhe komunikimi","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","550"
"2024","7","Informimi dhe komunikimi","PRISHTINË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Transporti dhe magazinimi","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Transporti dhe magazinimi","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Transporti dhe magazinimi","FERIZAJ","","Individual","Ligji 08/L-257- Neni 101.6","2","3","13650"
"2024","7","Transporti dhe magazinimi","PRIZREN","","Individual","Ligji 08/L-257- Neni 101.6","1","1","250"
"2024","7","Transporti dhe magazinimi","PRIZREN","","Individual","Ligji 08/L-257- Neni 102.3","1","1","1000"
"2024","7","Transporti dhe magazinimi","PRIZREN","","Shoqëri akcionare","Ligji 08/L-257- Neni 101.5","1","1","650"
"2024","7","Transporti dhe magazinimi","PRIZREN","","Shoqëri akcionare","Ligji 08/L-257- Neni 102.1","1","1","650"
"2024","7","Transporti dhe magazinimi","PODUJEVË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","400"
"2024","7","Transporti dhe magazinimi","PODUJEVË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","400"
"2024","7","Transporti dhe magazinimi","FUSHË KOSOVË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.3","1","1","1000"
"2024","7","Aktivitetet e tjera sherbyese","OBILIQ","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","400"
"2024","7","Aktivitetet e tjera sherbyese","OBILIQ","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","400"
"2024","7","Aktivitetet e tjera sherbyese","FERIZAJ","","Individual","Ligji 08/L-257- Neni 102.3","1","1","500"
"2024","7","Aktivitetet e tjera sherbyese","FERIZAJ","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Aktivitetet e tjera sherbyese","GJAKOVË","","Individual","Ligji 08/L-257- Neni 101.2.2.3","1","1","500"
"2024","7","Aktivitetet e tjera sherbyese","KAÇANIK","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Aktivitetet e tjera sherbyese","MAMUSHË","","OJQ","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Aktivitetet e tjera sherbyese","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","150"
"2024","7","Aktivitetet e tjera sherbyese","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Aktivitetet e tjera sherbyese","PRIZREN","","Individual","Ligji 08/L-257- Neni 101.6","1","1","150"
"2024","7","Aktivitetet e tjera sherbyese","PODUJEVË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","400"
"2024","7","Aktivitetet e tjera sherbyese","PODUJEVË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","400"
"2024","7","Aktivitetet e tjera sherbyese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","1200"
"2024","7","Aktivitetet e tjera sherbyese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","650"
"2024","7","Aktivitetet e tjera sherbyese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","650"
"2024","7","Aktivitetet e tjera sherbyese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Aktivitetet e tjera sherbyese","PRISHTINË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Aktivitetet e tjera sherbyese","PRISHTINË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","PEJË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","3","3","1900"
"2024","7","Akomodimi dhe sherbimi ushqimor","PEJË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","1500"
"2024","7","Akomodimi dhe sherbimi ushqimor","PEJË","","Individual","Ligji 08/L-257- Neni 101.1","1","1","300"
"2024","7","Akomodimi dhe sherbimi ushqimor","PEJË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","1000"
"2024","7","Akomodimi dhe sherbimi ushqimor","PEJË","","Individual","Ligji 08/L-257- Neni 101.2.2.3","1","1","500"
"2024","7","Akomodimi dhe sherbimi ushqimor","DEÇAN","","Individual","Ligji 08/L-257- Neni 101.1","1","1","300"
"2024","7","Akomodimi dhe sherbimi ushqimor","ISTOG","","Individual","Ligji 08/L-257- Neni 101.1","1","1","550"
"2024","7","Akomodimi dhe sherbimi ushqimor","ISTOG","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","550"
"2024","7","Akomodimi dhe sherbimi ushqimor","GJILAN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","1000"
"2024","7","Akomodimi dhe sherbimi ushqimor","LIPJAN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","300"
"2024","7","Akomodimi dhe sherbimi ushqimor","OBILIQ","","SH.P.K.","Ligji 08/L-257- Neni 101.6","2","2","3650"
"2024","7","Akomodimi dhe sherbimi ushqimor","OBILIQ","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","1850"
"2024","7","Akomodimi dhe sherbimi ushqimor","OBILIQ","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","1850"
"2024","7","Akomodimi dhe sherbimi ushqimor","SHTIME","","Individual","Ligji 08/L-257- Neni 101.6","1","1","600"
"2024","7","Akomodimi dhe sherbimi ushqimor","DRAGASH","","Individual","Ligji 08/L-257- Neni 101.6","1","1","600"
"2024","7","Akomodimi dhe sherbimi ushqimor","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 101.1","3","3","1500"
"2024","7","Akomodimi dhe sherbimi ushqimor","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 101.6","10","10","20300"
"2024","7","Akomodimi dhe sherbimi ushqimor","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 102.3","8","8","18286.23"
"2024","7","Akomodimi dhe sherbimi ushqimor","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 109.1","1","1","1636.23"
"2024","7","Akomodimi dhe sherbimi ushqimor","FERIZAJ","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","1636.23"
"2024","7","Akomodimi dhe sherbimi ushqimor","FERIZAJ","","Individual","Ligji 08/L-257- Neni 101.6","1","1","750"
"2024","7","Akomodimi dhe sherbimi ushqimor","FERIZAJ","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","GJAKOVË","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","300"
"2024","7","Akomodimi dhe sherbimi ushqimor","GJAKOVË","","Individual","Ligji 08/L-257- Neni 101.6","2","2","1900"
"2024","7","Akomodimi dhe sherbimi ushqimor","GJAKOVË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Akomodimi dhe sherbimi ushqimor","GJAKOVË","","Individual","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257-Neni 103.2","1","1","2835.87"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","1200"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","8","8","16723.37"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 102.3","2","2","2000"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 100. 3","2","2","3173.37"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","2","2","500"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","Individual","Ligji 08/L-257- Neni 101.6","11","11","9500"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","Individual","Ligji 08/L-257- Neni 102.3","3","3","3500"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","450"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","Ortakëria e përgj.","Ligji 08/L-257- Neni 101.6","1","1","1072.75"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRIZREN","","Ortakëria e përgj.","Ligji 08/L-257- Neni 100. 3","1","1","1072.75"
"2024","7","Akomodimi dhe sherbimi ushqimor","RAHOVEC","","Individual","Ligji 08/L-257- Neni 101.6","1","1","202.5"
"2024","7","Akomodimi dhe sherbimi ushqimor","RAHOVEC","","Individual","Ligji 08/L-257- Neni 100. 3","1","1","202.5"
"2024","7","Akomodimi dhe sherbimi ushqimor","RAHOVEC","","Individual","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","PODUJEVË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","900"
"2024","7","Akomodimi dhe sherbimi ushqimor","PODUJEVË","","Individual","Ligji 08/L-257- Neni 102.3","1","1","900"
"2024","7","Akomodimi dhe sherbimi ushqimor","PODUJEVË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","900"
"2024","7","Akomodimi dhe sherbimi ushqimor","RANILLUG","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","SHTËRPCË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","3","3","2800"
"2024","7","Akomodimi dhe sherbimi ushqimor","SUHAREKË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","300"
"2024","7","Akomodimi dhe sherbimi ushqimor","SUHAREKË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","1000"
"2024","7","Akomodimi dhe sherbimi ushqimor","SUHAREKË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","150"
"2024","7","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","7000"
"2024","7","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","7000"
"2024","7","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","4","5","1350"
"2024","7","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.3","1","1","5000"
"2024","7","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","Individual","Ligji 08/L-257- Neni 101.6","1","1","900"
"2024","7","Akomodimi dhe sherbimi ushqimor","GRAÇANICË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","3","3","6550"
"2024","7","Akomodimi dhe sherbimi ushqimor","GRAÇANICË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","6000"
"2024","7","Akomodimi dhe sherbimi ushqimor","GRAÇANICË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","400"
"2024","7","Akomodimi dhe sherbimi ushqimor","GRAÇANICË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","1000"
"2024","7","Akomodimi dhe sherbimi ushqimor","MALISHEVË","","Individual","Ligji 08/L-257- Neni 101.6","2","2","300"
"2024","7","Akomodimi dhe sherbimi ushqimor","MITROVICË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","3","3","750"
"2024","7","Akomodimi dhe sherbimi ushqimor","MITROVICË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.3","1","1","500"
"2024","7","Akomodimi dhe sherbimi ushqimor","MITROVICË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","2","2","600"
"2024","7","Akomodimi dhe sherbimi ushqimor","NOVOBËRDË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","300"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Nd.Neni.59.2-Law 2004/35","1","1","40000"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","1500"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","19","22","129750"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","10","12","44700"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","2","2","500"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.4","1","2","80000"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","3","3","4500"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Ligji 08/L-257- Neni 101.6","4","5","1900"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","2","2","600"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","550"
"2024","7","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Ligji 08/L-257- Neni 106.1.1.2","1","1","500"
"2024","7","Akomodimi dhe sherbimi ushqimor","SKENDERAJ","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Akomodimi dhe sherbimi ushqimor","FUSHË KOSOVË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","3","3","11050"
"2024","7","Akomodimi dhe sherbimi ushqimor","FUSHË KOSOVË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","2","2","8550"
"2024","7","Akomodimi dhe sherbimi ushqimor","FUSHË KOSOVË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","1","1","2500"
"2024","7","Akomodimi dhe sherbimi ushqimor","FUSHË KOSOVË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Artet, Argetimi dhe rekreacioni","KLINË","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","550"
"2024","7","Artet, Argetimi dhe rekreacioni","KLINË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","550"
"2024","7","Artet, Argetimi dhe rekreacioni","GJILAN","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Artet, Argetimi dhe rekreacioni","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","4370"
"2024","7","Artet, Argetimi dhe rekreacioni","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 100. 3","1","1","4370"
"2024","7","Artet, Argetimi dhe rekreacioni","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.2","1","1","4370"
"2024","7","Artet, Argetimi dhe rekreacioni","PRIZREN","","Individual","Ligji 08/L-257- Neni 102.3","1","1","1000"
"2024","7","Artet, Argetimi dhe rekreacioni","SUHAREKË","","Individual","Ligji 08/L-257- Neni 101.6","1","1","900"
"2024","7","Artet, Argetimi dhe rekreacioni","MITROVICË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Artet, Argetimi dhe rekreacioni","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","500"
"2024","7","Artet, Argetimi dhe rekreacioni","PRISHTINË","","Individual","Ligji 08/L-257- Neni 102.3","1","1","650"
"2024","7","Artet, Argetimi dhe rekreacioni","PRISHTINË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","650"
"2024","7","Bujqesia;Pylltaria dhe Peshkimi","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","500"
"2024","7","Bujqesia;Pylltaria dhe Peshkimi","MALISHEVË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","2","400"
"2024","7","Bujqesia;Pylltaria dhe Peshkimi","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Aktivitetet financiare dhe te sigurimit","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","500"
"2024","7","Sherbimet administrative dhe mbeshtetese","DEÇAN","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","700"
"2024","7","Sherbimet administrative dhe mbeshtetese","DEÇAN","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","700"
"2024","7","Sherbimet administrative dhe mbeshtetese","DEÇAN","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","700"
"2024","7","Sherbimet administrative dhe mbeshtetese","GJILAN","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Sherbimet administrative dhe mbeshtetese","OBILIQ","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","400"
"2024","7","Sherbimet administrative dhe mbeshtetese","OBILIQ","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","400"
"2024","7","Sherbimet administrative dhe mbeshtetese","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 102.3","1","1","1250"
"2024","7","Sherbimet administrative dhe mbeshtetese","PRIZREN","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","1250"
"2024","7","Sherbimet administrative dhe mbeshtetese","MITROVICË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Sherbimet administrative dhe mbeshtetese","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","500"
"2024","7","Sherbimet administrative dhe mbeshtetese","SKENDERAJ","","Shoqëri akcionare","Ligji 08/L-257- Neni 101.2.2.3","1","1","500"
"2024","7","Sherbimet administrative dhe mbeshtetese","FUSHË KOSOVË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","1000"
"2024","7","Aktivitetet profesionale, shkencore dhe teknike","SUHAREKË","","Individual","Ligji 08/L-257- Neni 101.2.2.2","1","1","400"
"2024","7","Aktivitetet profesionale, shkencore dhe teknike","SUHAREKË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","400"
"2024","7","Aktivitetet profesionale, shkencore dhe teknike","SKENDERAJ","","Individual","Ligji 08/L-257- Neni 101.6","1","1","150"
"2024","7","Aktivitetet e shendetit te njeriut dhe te punes sociale","SUHAREKË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Aktivitetet e shendetit te njeriut dhe te punes sociale","MALISHEVË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Aktivitetet e shendetit te njeriut dhe te punes sociale","MITROVICË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Aktivitetet e shendetit te njeriut dhe te punes sociale","MITROVICË","","Individual","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Aktivitetet e shendetit te njeriut dhe te punes sociale","PRISHTINË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","250"
"2024","7","Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar","GJAKOVË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","150"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Ligji 08/L-257- Neni 101.6","2","2","450"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","2","2","450"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.3","1","1","500"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","1","1","250"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Ligji 08/L-257- Neni 101.1","7","7","4700"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Ligji 08/L-257- Neni 101.6","2","2","950"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Ligji 08/L-257- Neni 101.9","1","1","2500"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Ligji 08/L-257- Neni 109.1","1","1","300"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Ligji 08/L-257- Neni 101.2.2.2","1","1","500"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Ligji 08/L-257- Neni 106.1.1.1","1","1","550"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Ligji 08/L-257- Neni 108.2.2.2","1","1","133.47"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Ligji 08/L-257- Neni 101.6","1","1","2000"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.2","1","1","250"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","DEÇAN","","Individual","Ligji 08/L-257- Neni 101.1","2","2","750"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","DEÇAN","","Individual","Ligji 08/L-257- Neni 101.6","1","1","450"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","ISTOG","","Individual","Ligji 08/L-257- Neni 101.6","1","1","150"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KLINË","","SH.P.K.","Ligji 08/L-257- Neni 101.1","1","1","1000"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KLINË","","SH.P.K.","Ligji 08/L-257- Neni 101.2.2.1","1","1","400"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KLINË","","SH.P.K.","Ligji 08/L-257- Neni 106.1.1.1","2","2","1400"
"2024","7","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Ligji 08/L-257- Neni 101.5","1","1","650"
